Id;FirmenNr;HaeuserNr;ETRS_UTM33N_X;ETRS_UTM33N_Y;Firma;Vorlage;FlurstuecksNr;BrandkatasterNr;Hausname;HausNr;Strasse;Strassenteil;Stadtteil;Gewerbename;Gewerbetyp;STR_NAME_2018;HNR_2018;PLZ_2018;FLURSTUECKSNR_2018;SBZ_NR_2018;SBZ_NAME_2018;OT_NR_2018;OT_NAME_2018;
480;390;272;318250.002;5690866.057;Moritz Ruhl;Moritz Ruhl;1674;927;;11;Inselstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Inselstraße;0;04103;1674;0;Mitte;1;Zentrum-Ost;
481;390;272;318250.002;5690866.057;Moritz Ruhl;Moritz Ruhl;1674;927;;11;Inselstraße;;Alt-Leipzig;Verlagsbuchhandlung u. lithogr. Anstalt;Graphische Anstalt;Inselstraße;0;04103;1674;0;Mitte;1;Zentrum-Ost;
482;1154;272;318250.002;5690866.057;H. Carl Brüning G.m.b.H.;H. Carl Brüning G.m.b.H.;1674;927;;11;Inselstraße;;Alt-Leipzig;Chromolithographische Anstalt, Kunstanstalt;Graphische Anstalt;Inselstraße;0;04103;1674;0;Mitte;1;Zentrum-Ost;
483;1265;272;318250.002;5690866.057;Knieste & Pick;Knieste & Pick, Photographische Kunstanstalt, Inh.:: Robert Knieste;1674;927;;11;Inselstraße;;Alt-Leipzig;Photographische Kunstanstalt;Graphische Anstalt;Inselstraße;0;04103;1674;0;Mitte;1;Zentrum-Ost;
484;984;273;318291.86199999996;5690842.206;Hartmann & Wolf;Hartmann & Wolf, Inh.: Heinrich Kleine;1698;918;;12;Inselstraße;;Alt-Leipzig;Buch- u. Akzidenzdruckerei;Druckereien;Inselstraße;0;04103;4507/3;0;Mitte;1;Zentrum-Ost;
485;985;273;318291.86199999996;5690842.206;Thalacker & Schöffer;Thalacker & Schöffer, Inh.: Walther Schöffer u. Bernh. Thalacker;1698;918;;12;Inselstraße;;Alt-Leipzig;Buchdruckerei;Druckereien;Inselstraße;0;04103;4507/3;0;Mitte;1;Zentrum-Ost;
486;401;274;318292.92;5690882.422;H. Deutschmann;Deutschmann, H.;1697;919;;14;Inselstraße;;Alt-Leipzig;Versandbuchhandlung;Buchhandel und Verlagswesen;Inselstraße;0;04103;1697;0;Mitte;1;Zentrum-Ost;
487;388;275;318291.7976;5690958.05629999;Gustav Weigel;Gustav Weigel, Inh.: Max u. Oskar Weigel;1694a;922;;20;Inselstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Inselstraße;20;04103;1694;0;Mitte;1;Zentrum-Ost;
488;389;275;318291.7976;5690958.05629999;T. Fisher Unwin;T. Fisher Unwin, Inh.: Thomas Fisher Unwin (London);1694a;922;;20;Inselstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Inselstraße;20;04103;1694;0;Mitte;1;Zentrum-Ost;
489;391;275;318291.7976;5690958.05629999;K. L. Ricker;K. L. Ricker, Inh.in: Ww. Olga Ricker (St. Petersburg);1694a;922;;20;Inselstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Inselstraße;20;04103;1694;0;Mitte;1;Zentrum-Ost;
490;392;275;318291.7976;5690958.05629999;Richter's Verlags-Anstalt;Richter's Verlags-Anstalt, Inh.: Richters Erben;1694a;922;;20;Inselstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Inselstraße;20;04103;1694;0;Mitte;1;Zentrum-Ost;
491;397;275;318291.7976;5690958.05629999;Fr. Ludw. Herbig;Fr. Ludw. Herbig, Inh.: Karl Weisser u. Wolfgang Grunow;1694a;922;;20;Inselstraße;;Alt-Leipzig;Kommissionsbuchhandlung;Buchhandel und Verlagswesen;Inselstraße;20;04103;1694;0;Mitte;1;Zentrum-Ost;
492;398;275;318291.7976;5690958.05629999;Haupt & Hammon, Verlagsbuchhandlung;Haupt & Hammon, Verlagsbuchhandlung, Inh.: Rudolf Hammon (Düsseldorf);1694a;922;;20;Inselstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Inselstraße;20;04103;1694;0;Mitte;1;Zentrum-Ost;
493;399;275;318291.7976;5690958.05629999;Grunow & Co.;Grunow & Co., Inh.: Karl Wegner;1694a;922;;20;Inselstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Inselstraße;20;04103;1694;0;Mitte;1;Zentrum-Ost;
494;396;276;318293.658;5691011.578;Richard Lesser Nachf.;Richard Lesser Nachfolger, Inh.: Dr. Ernst Reclam;1691;955;;22;Inselstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Inselstraße;0;04103;1691;0;Mitte;1;Zentrum-Ost;
495;395;277;318262.7411;5691053.87439999;Mittelbach's Verlag;Mittelbach's Verlag, Inh.: Arthur Hommel;1681;960;;25;Inselstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Inselstraße;25;04103;1681/1 und 1681/3;0;Mitte;1;Zentrum-Ost;
496;394;278;318264.9926;5691095.89729999;Pallas-Verlag Wilhelm Rudeck;Pallas-Verlag Wilhelm Rudeck;1682;959;;27;Inselstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Inselstraße;27;04103;1682/2;0;Mitte;1;Zentrum-Ost;
497;1102;279;318293.3709;5691030.79659999;Philipp Reclam jun.;Philipp Reclam jun., Inh.: Hans Heinrich, Dr. Ernst u. Hans Emil Reclam;1691/1692;955/957;;22/24;Inselstraße;;Alt-Leipzig;Buchdruckerei;Druckereien;Inselstraße;22;04103;1691;0;Mitte;1;Zentrum-Ost;
498;1102;279;318293.3709;5691030.79659999;Philipp Reclam jun.;Philipp Reclam jun., Inh.: Hans Heinrich, Dr. Ernst u. Hans Emil Reclam;1691/1692;955/957;;22/24;Inselstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Inselstraße;22;04103;1691;0;Mitte;1;Zentrum-Ost;
499;58;280;318674.9457;5690176.1447;Gustav Kirchhof;Kirchhof, Gustav;293g;163H;;2;Johannisallee;1 - 11 und 2 - 18;Reudnitz;Buchbinderei;Buchbinderhandwerk;Johannisallee;2;04317;293g;3;Südost;30;Reudnitz-Thonberg;
500;1294;280;318674.9457;5690176.1447;Richard Jericke;Jericke, Richard;293g;163H;;2;Johannisallee;1 - 11 und 2 - 18;Reudnitz;Xylogr. Anstalt u. Klischeeagent.;Zuliefer- und Hilfsgewerbe;Johannisallee;2;04317;293g;3;Südost;30;Reudnitz-Thonberg;
501;1294;280;318674.9457;5690176.1447;Richard Jericke;Jericke, Richard;293g;163H;;2;Johannisallee;1 - 11 und 2 - 18;Reudnitz;Xylogr. Anstalt u. Klischeeagent.;Graphische Anstalt;Johannisallee;2;04317;293g;3;Südost;30;Reudnitz-Thonberg;
502;986;281;318626.163;5690122.272999999;Fischer & Wittig;Fischer & Wittig, Pers. haft. Ges. Otto Fischer sen., Johannes Fscuher u. Otto Fischer jun.;293a;164;;8;Johannisallee;1 - 11 und 2 - 18;Reudnitz;Buchdruckerei;Druckereien;Johannisallee;0;04317;293a;3;Südost;30;Reudnitz-Thonberg;
503;404;282;317673.661;5690658.055;Alfred Hahn's Verlag;Alfred Hahn's Verlag;1462;770/771;;1-3;Johannisgasse;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;--;0;04103;1419/3;0;Mitte;2;Zentrum-Südost;
504;1869;282;317673.661;5690658.055;A. Müller, Fröbelhaus-Dresden;A. Müller, Fröbelhaus-Dresden, Inh.: Walter Wildenhayn;1462;770/771;;1-3;Johannisgasse;;Alt-Leipzig;Verlagsbuchhandlung, Lehrmittelinstitut;Buchhandel und Verlagswesen;--;0;04103;1419/3;0;Mitte;2;Zentrum-Südost;
505;403;283;317709.38;5690616.382999999;G. Kürsten's Verlag;G. Kürsten's Verlag Inh.: Paul Kürsten;1421a/1421b;728;;8;Johannisgasse;;Alt-Leipzig;Verlag;Buchhandel und Verlagswesen;--;0;04103;1419/3;0;Mitte;2;Zentrum-Südost;
506;988;283;317709.38;5690616.382999999;Fischer & Kürsten;Fischer & Kürsten, Buch- und Kunstdruckerei;1421a/1421b;728;;8;Johannisgasse;;Alt-Leipzig;Buchdruckerei, Spez. Kataloge, Massenauflagen;Druckereien;--;0;04103;1419/3;0;Mitte;2;Zentrum-Südost;
507;1847;283;317709.38;5690616.382999999;Leipziger Tageblatt;Leipziger Tageblatt, Inh.: Paul Kürsten;1421a/1421b;728;;8;Johannisgasse;;Alt-Leipzig;Zeitungsverlag;Buchhandel und Verlagswesen;--;0;04103;1419/3;0;Mitte;2;Zentrum-Südost;
508;1887;283;317709.38;5690616.382999999;E. Polz, Verlag d. Leipziger Tageblatt;E. Polz, Verlag d. Leipziger Tageblatt, Inh.: Paul Kürsten;1421a/1421b;728;;8;Johannisgasse;;Alt-Leipzig;Verlag d. Leipziger Tageblatt;Buchhandel und Verlagswesen;--;0;04103;1419/3;0;Mitte;2;Zentrum-Südost;
509;60;284;317728.563;5690607.123;F. A. Heller;Heller, F. A., Inh.: Albin Heller;1422;729;;10;Johannisgasse;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Johannisgasse;0;04103;4745;0;Mitte;2;Zentrum-Südost;
510;61;284;317728.563;5690607.123;Hofmann & Fohl;Hofmann & Fohl, Inh.: Oscar Hofmann;1422;729;;10;Johannisgasse;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Johannisgasse;0;04103;4745;0;Mitte;2;Zentrum-Südost;
511;63;284;317728.563;5690607.123;F. A. Neumann;F. A. Neumann, Inh.: Albert Neumann;1422;729;;10;Johannisgasse;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Johannisgasse;0;04103;4745;0;Mitte;2;Zentrum-Südost;
512;989;284;317728.563;5690607.123;Ferdinand Peter Nachf.;Ferdinand Peter Nachf., Inh.: Ernst Horstmann;1422;729;;10;Johannisgasse;;Alt-Leipzig;Buchdruckerei;Druckereien;Johannisgasse;0;04103;4745;0;Mitte;2;Zentrum-Südost;
513;1194;284;317728.563;5690607.123;Dietze & Nens;Dietze & Nens, Inh.: Emil Dietze u. Georg Nens;1422;729;;10;Johannisgasse;;Alt-Leipzig;Gravieranstalt;Zuliefer- und Hilfsgewerbe;Johannisgasse;0;04103;4745;0;Mitte;2;Zentrum-Südost;
514;1250;284;317728.563;5690607.123;Curt Wanschura;Wanschura, Curt;1422;729;;10;Johannisgasse;;Alt-Leipzig;Gravieranstalt;Zuliefer- und Hilfsgewerbe;Johannisgasse;0;04103;4745;0;Mitte;2;Zentrum-Südost;
515;1750;284;317728.563;5690607.123;Börner, Carl;Börner, Carl, Verl. v. Völkerschlachtdenkmals-Präg., Monogramm-Prägerei;1422;729;;10;Johannisgasse;;Alt-Leipzig;Präge-Anstalt;Graphische Anstalt;Johannisgasse;0;04103;4745;0;Mitte;2;Zentrum-Südost;
516;1754;284;317728.563;5690607.123;Otto Haase (vorm. Th. Haase);Haase (vorm. Th. Haase), Otto;1422;729;;10;Johannisgasse;;Alt-Leipzig;Preß-Vergolde-Anstalt;Graphische Anstalt;Johannisgasse;0;04103;4745;0;Mitte;2;Zentrum-Südost;
517;1754;284;317728.563;5690607.123;Otto Haase (vorm. Th. Haase);Haase (vorm. Th. Haase), Otto;1422;729;;10;Johannisgasse;;Alt-Leipzig;Präge-Anstalt;Graphische Anstalt;Johannisgasse;0;04103;4745;0;Mitte;2;Zentrum-Südost;
518;405;285;317765.3272;5690593.12299999;Ficker's Verlag;Ficker's Verlag, Inh.: Albrecht Donath;1424a;731;;14;Johannisgasse;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Johannisgasse;16;04103;1410;0;Mitte;2;Zentrum-Südost;
519;406;285;317765.3272;5690593.12299999;Albrecht Donath;Albrecht Donath, Verlag u. Versandgesch.;1424a;731;;14;Johannisgasse;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Johannisgasse;16;04103;1410;0;Mitte;2;Zentrum-Südost;
520;59;286;317813.891;5690596.539;F. Franke;Franke, F.;1458;763;;15;Johannisgasse;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Johannisgasse;0;04103;1458/1;0;Mitte;2;Zentrum-Südost;
521;62;286;317813.891;5690596.539;A. Lehnert;Lehnert, A.;1458;763;;15;Johannisgasse;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Johannisgasse;0;04103;1458/1;0;Mitte;2;Zentrum-Südost;
522;1121;287;317786.281;5690584.057999999;Cosmos, Verlag für Kunst u. Wissenschaft, Max Junghändel & Co. Nachf.;Cosmos, Verlag für Kunst u. Wissenschaft, Max Junghändel & Co. Nachf.;1426;733/736;;16;Johannisgasse;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Johannisgasse;0;04103;1410;0;Mitte;2;Zentrum-Südost;
523;1302;287;317786.281;5690584.057999999;Emil Singer;Emil Singer, Inh.: Rich. Koppe u. Erwin Singer;1426;733/736;;16;Johannisgasse;;Alt-Leipzig;Klischees;Zuliefer- und Hilfsgewerbe;Johannisgasse;0;04103;1410;0;Mitte;2;Zentrum-Südost;
524;1302;287;317786.281;5690584.057999999;Emil Singer;Emil Singer, Inh.: Rich. Koppe u. Erwin Singer;1426;733/736;;16;Johannisgasse;;Alt-Leipzig;Graph. Kunstanstalt;Graphische Anstalt;Johannisgasse;0;04103;1410;0;Mitte;2;Zentrum-Südost;
525;402;288;317808.599;5690576.696;Walter Reuter;Walter Reuter;1430;737;;18;Johannisgasse;;Alt-Leipzig;Versandbuchhandlung;Buchhandel und Verlagswesen;Johannisgasse;0;04103;1410;0;Mitte;2;Zentrum-Südost;
526;64;289;317887.762699999;5690546.2627;Wilhelm Thömsgen;Wilhelm Thömsgen, Inh.: Rud. Lichtblau;1442a, b, c;744;;30;Johannisgasse;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Johannisgasse;26;04103;1442a;0;Mitte;2;Zentrum-Südost;
527;987;289;317887.762699999;5690546.2627;Bereiter & Meißner;Bereiter & Meißner, Inh.: Franz Meißner;1442a, b, c;744;;30;Johannisgasse;;Alt-Leipzig;Buchdruckerei;Druckereien;Johannisgasse;26;04103;1442a;0;Mitte;2;Zentrum-Südost;
528;1103;289;317887.762699999;5690546.2627;W. Härtel & Co. Nachf.;W. Härtel & Co. Nachf., Inh.in: Agnes Bornmann;1442a, b, c;744;;30;Johannisgasse;;Alt-Leipzig;Buchdruckerei;Druckereien;Johannisgasse;26;04103;1442a;0;Mitte;2;Zentrum-Südost;
529;1103;289;317887.762699999;5690546.2627;W. Härtel & Co. Nachf.;W. Härtel & Co. Nachf., Inh.in: Agnes Bornmann;1442a, b, c;744;;30;Johannisgasse;;Alt-Leipzig;Verlag;Buchhandel und Verlagswesen;Johannisgasse;26;04103;1442a;0;Mitte;2;Zentrum-Südost;
530;1721;289;317887.762699999;5690546.2627;Leipziger Gummier- & Lackier-Anstalt Schroeder & Co.;Leipziger Gummier- & Lackier-Anstalt Schroeder & Co., Inh. Alexander Schroeder;1442a, b, c;744;;30;Johannisgasse;;Alt-Leipzig;Gummiertes Papier;Papierhandlung/Papierherstellung;Johannisgasse;26;04103;1442a;0;Mitte;2;Zentrum-Südost;
531;411;290;317986.0935;5690749.29289999;Otto Friedlein;Otto Friedlein;1550b;982;;3;Johannisplatz;;Alt-Leipzig;Sortimentsbuchhandlung;Buchhandel und Verlagswesen;Johannisplatz;3;04103;4591/5 und 4592/4;0;Mitte;1;Zentrum-Ost;
532;1696;290;317986.0935;5690749.29289999;Moritz Priem;Moritz Priem, Inh.in: Ww. Pauline Priem;1550b;982;;3;Johannisplatz;;Alt-Leipzig;Papier- u. Pappen Engrosgeschäft;Papierhandlung/Papierherstellung;Johannisplatz;3;04103;4591/5 und 4592/4;0;Mitte;1;Zentrum-Ost;
533;413;291;318024.897;5690639.534;Paul Wust;Paul Wust;1495a;813;;8;Johannisplatz;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Johannisplatz;0;04103;1495a;0;Mitte;2;Zentrum-Südost;
534;990;292;317917.74;5690700.3889999995;Emil Reimer;Reimer, Emil;1550b/1550a;982/981;;3-5;Johannisplatz;;Alt-Leipzig;Buchdruckerei;Druckereien;Johannisplatz;0;04103;4592/4;0;Mitte;1;Zentrum-Ost;
535;407;293;317939.568;5690697.743;Georg Wedekinds Verlag, Max Müller;Georg Wedekinds Verlag, Max Müller;1550a;981;;4.5;Johannisplatz;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Johannisplatz;0;04103;4592/4;0;Mitte;1;Zentrum-Ost;
536;408;293;317939.568;5690697.743;C. W. B. Naumburg;C. W. B. Naumburg, Inh.: Max Müller;1550a;981;;4.5;Johannisplatz;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Johannisplatz;0;04103;4592/4;0;Mitte;1;Zentrum-Ost;
537;412;293;317939.568;5690697.743;Expedition des Allgemeinen Wahlzettel für den deutschen Buchhandel;Expedition des Allgemeinen Wahlzettel für den deutschen Buchhandel, Inh.: Max Müller;1550a;981;;4.5;Johannisplatz;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Johannisplatz;0;04103;4592/4;0;Mitte;1;Zentrum-Ost;
538;797;293;317939.568;5690697.743;Alfred Müller Verlagsanstalt;Alfred Müller Verlagsanstalt, Inh.: Paul Göhre;1550a;981;;4.5;Johannisplatz;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Johannisplatz;0;04103;4592/4;0;Mitte;1;Zentrum-Ost;
539;409;294;317971.70749999897;5690537.5883;Maximilian Koeltz;Maximilian Koeltz;2881;811B;;11;Johannisplatz;;Alt-Leipzig;Sortimentsbuchhandlung;Buchhandel und Verlagswesen;Johannisplatz;12;04103;3996/3;0;Mitte;2;Zentrum-Südost;
540;65;295;317935.5925;5690531.6764;L. Fikentscher;Fikentscher, L.;1446;800/801;;13;Johannisplatz;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Johannisplatz;13;04103;1446;0;Mitte;2;Zentrum-Südost;
541;410;295;317935.5925;5690531.6764;C. A. Haendel;C. A. Haendel;1446;800/801;;13;Johannisplatz;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Johannisplatz;13;04103;1446;0;Mitte;2;Zentrum-Südost;
542;991;296;318709.5031;5691452.15509999;Bernard Köhler;Köhler, Bernard;1c;1;;5;Jonasstraße;1 - 7 und 2 - 10;Neuschönefeld;Buchdruckerei;Druckereien;Jonasstraße;5;04315;1c;2;Ost;20;Neustadt-Neuschönefeld;
543;414;297;318806.127999999;5689827.8472;Hugo Dude;Dude, Hugo;680;138D;;33;Josephinenstraße;;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Josephinenstraße;33;04317;680;3;Südost;30;Reudnitz-Thonberg;
544;66;298;318794.319699999;5690021.0795;Otto Hafemann;Hafemann, Otto;702;172E;;13;Josephinenstraße;;Reudnitz;Buchbinderei;Buchbinderhandwerk;Josephinenstraße;13;04317;702;3;Südost;30;Reudnitz-Thonberg;
545;66;298;318794.319699999;5690021.0795;Otto Hafemann;Hafemann, Otto;702;172E;;13;Josephinenstraße;;Reudnitz;Papierhandlung u. Buchbinderei;Papierhandlung/Papierherstellung;Josephinenstraße;13;04317;702;3;Südost;30;Reudnitz-Thonberg;
546;67;299;318790.338;5689770.376;P. Künne;Künne, P.;296h;131;;34;Josephinenstraße;;Reudnitz;Buchbinderei;Buchbinderhandwerk;Josephinenstraße;0;04317;296h;3;Südost;30;Reudnitz-Thonberg;
547;415;300;316839.29600000003;5688135.512999999;"Verlag ""Rolfana"" Maria von Stein";"Verlag ""Rolfana"" Maria von Stein";???;25;;29;Kaiserin-Augusta-Straße;Jan.63;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Richard-Lehmann-Straße;0;04275;3392;4;Süd;40;Südvorstadt;
548;416;301;313777.120799999;5690197.4556;Feyerabend Nachf.;Feyerabend Nachf.;839g;896B;;41;Kaiserstraße;;Lindenau;Versandbuchhandlung;Buchhandel und Verlagswesen;Endersstraße;41;04177;839g;7;Alt-West;70;Lindenau;
549;417;302;316532.939199999;5688247.5806;Martin Schilling;Martin Schilling, Inh.in: Ww. Lina u. minderj. Marg. u. Ingeborg Schilling;3465;108B;;12;Kantstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Kantstraße;4;04275;3465;4;Süd;40;Südvorstadt;
550;992;303;314507.871899999;5690129.8551;Buchdruckerei Emil Stephan;Buchdruckerei Emil Stephan;176;288;;41;Karl-Heine-Straße;1 - 111 und 2 - 38;Plagwitz;Steindruckerei;Druckereien;Karl-Heine-Straße;41;04229;176;5;Südwest;51;Plagwitz;
551;1132;304;314156.8989;5689995.06379999;M. Krug;Krug, M.;273a;306;;83;Karl-Heine-Straße;1 - 111 und 2 - 38;Plagwitz;Buch- u. Kunstdruckerei;Druckereien;Karl-Heine-Straße;83;04229;273a;5;Südwest;51;Plagwitz;
552;418;305;313514.18659999897;5689791.3077;"Jakob Bohn, Buch- und Papierhandlung ""Westend""";"Jakob Bohn, Buch- und Papierhandlung ""Westend""";582s;5C;;110;Karl-Heine-Straße;113 und 40 - 112;Lindenau;Sortimentsbuchhandlung;Buchhandel und Verlagswesen;Karl-Heine-Straße;110;04229;968;7;Alt-West;70;Lindenau;
553;1746;305;313514.18659999897;5689791.3077;"Jacob Bohn, Buch- und Papierhandlung ""Westend""";"Jacob Bohn, Buch- und Papierhandlung ""Westend""";582s;5C;;110;Karl-Heine-Straße;113 und 40 - 112;Lindenau;Buchdruckerei;Druckereien;Karl-Heine-Straße;110;04229;968;7;Alt-West;70;Lindenau;
554;420;306;318065.438199999;5691185.56379999;O. R. Reisland;O. R. Reisland, Inh.: Rich. Reisland;1649f;1057;;20;Karlstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Büttnerstraße;22;04103;1649h;0;Mitte;1;Zentrum-Ost;
555;421;306;318065.438199999;5691185.56379999;Felix, Arthur;Arthur Felix, Verl. Buchhdlg;1649f;1057;;20;Karlstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Büttnerstraße;22;04103;1649h;0;Mitte;1;Zentrum-Ost;
556;419;307;318103.201;5691186.2234;Chr. Herm. Tauchnitz, früher T. O. Weigel Nachf., Verlagsbuchhandlung;Chr. Herm. Tauchnitz, früher T. O. Weigel Nachf., Verlagsbuchhandlung, Inh.: Herm. Tauchnitz;1649d/1649m;1057C/1058;;24/26;Karlstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Büttnerstraße;26;04103;1649m;0;Mitte;1;Zentrum-Ost;
557;422;308;317187.012;5691168.437999999;G. Falk;Falk, G.;308;330;;18;Katharinenstraße;;Alt-Leipzig;Antiquriatsbuchhandlung;Buchhandel und Verlagswesen;Katharinenstraße;0;04109;4708/7;0;Mitte;0;Zentrum;
558;994;309;317159.231;5691578.807;Friedrich Gröber;Friedrich Gröber, Inh. Friedrichj Klee u. Elese Gröber u. Dr. med. Arthur Gröber (Berlin);1988h;1339B;;7;Keilstraße;;Alt-Leipzig;Buch- u. Steindruckerei;Druckereien;Keilstraße;0;04105;4464;0;Mitte;6;Zentrum-Nord;
559;68;310;317213.206;5691558.9629999995;Bähr & Co.;Bähr & Co., persönl. haftender Gesellsch. Ernst Bähr;1975d;1338A4;;10;Keilstraße;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Keilstraße;0;04105;1968/2;0;Mitte;6;Zentrum-Nord;
560;68;310;317213.206;5691558.9629999995;Bähr & Co.;Bähr & Co., persönl. haftender Gesellsch. Ernst Bähr;1975d;1338A4;;10;Keilstraße;;Alt-Leipzig;Buchdruckerei;Druckereien;Keilstraße;0;04105;1968/2;0;Mitte;6;Zentrum-Nord;
561;996;311;319401.57899999997;5690937.852999999;Max Bröse;Bröse, Max;95;45;;18/20/22;Kirchstraße;1 - 49 und rechte Seite;Volkmarsdorf;Buchdruckerei;Druckereien;Hermann-Liebmann-Straße;0;04315;625;2;Ost;21;Volkmarsdorf;
562;997;312;319463.32899999997;5690867.122;Buch- und Akcidenzdruckerei Günther & Manicke G.m.b.H.;Buch- und Akcidenzdruckerei Günther & Manicke G.m.b.H.;82;38;;4;Kirchstraße;1 - 49 und rechte Seite;Volkmarsdorf;Buchdruckerei;Druckereien;Hermann-Liebmann-Straße;0;04315;627 und 628;2;Ost;21;Volkmarsdorf;
563;995;313;319342.5349;5691134.75479999;Otto Benedict;Benedict, O.;217;61;;50/52;Kirchstraße;1 - 49 und rechte Seite;Volkmarsdorf;Buch- u. Akzidenz-Druckerei;Druckereien;Hermann-Liebmann-Straße;50;04315;217;2;Ost;21;Volkmarsdorf;
564;423;314;314845.409799999;5694167.76099999;G. Hering;Hering, G.;81;147;;11;Knopstraße;;Möckern;Sortimentsbuchhandlung;Buchhandel und Verlagswesen;Knopstraße;11;04159;80a;8;Nordwest;80;Möckern;
565;424;1284;316900.625699999;5688240.924;Richard Wöpke;Richard Wöpke;3295;28C;;41;Kantstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Kantstraße;29;04275;3295;4;Süd;40;Südvorstadt;
566;424;315;316833.161199999;5688259.1774;Richard Wöpke;Richard Wöpke;3228;29B;;57;Kochstraße;1 - 67 und 2 - 80;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Kochstraße;57;04275;3228;4;Süd;40;Südvorstadt;
567;425;316;316805.810499999;5688199.546;Theodor Gerstenberg vorm. Rich. Sattler's Verlag;Theodor Gerstenberg vorm. Richard Sattler's Verlag, Verl. Buchhdlg;3121;80;;76;Kochstraße;1 - 67 und 2 - 80;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Kochstraße;76;04275;3121;4;Süd;40;Südvorstadt;
568;426;317;317577.322999999;5689419.05179999;G. Becker;Becker, G.;1104a/1104g;382;;20;Kohlenstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Kohlenstraße;20;04107;1097;0;Mitte;3;Zentrum-Süd;
569;427;318;318576.011;5691237.097;Felix Marschner;Felix Marschner;1745c;883J;;10;Kohlgartenstraße;2 - 14;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Kohlgartenstraße;0;04315;1745/6;2;Ost;20;Neustadt-Neuschönefeld;
570;998;319;318533.7593;5691310.3834;Adolf Forker;Adolf Forker, Inh.: Gustav Adolf Forker;608k;115B;;13;Kohlgartenstraße;1 - 71 und 16 - 58;Reudnitz;Buch- u. Steindruckerei;Druckereien;Kohlgartenstraße;11;04315;608/6;2;Ost;20;Neustadt-Neuschönefeld;
571;998;319;318533.7593;5691310.3834;Adolf Forker;Adolf Forker, Inh.: Gustav Adolf Forker;608k;115B;;13;Kohlgartenstraße;1 - 71 und 16 - 58;Reudnitz;Lithogr. Kunstanstalt;Graphische Anstalt;Kohlgartenstraße;11;04315;608/6;2;Ost;20;Neustadt-Neuschönefeld;
572;1411;319;318533.7593;5691310.3834;Otto Engel;Engel, Otto;608k;115B;;13;Kohlgartenstraße;1 - 71 und 16 - 58;Reudnitz;Lithographische Anstalt;Graphische Anstalt;Kohlgartenstraße;11;04315;608/6;2;Ost;20;Neustadt-Neuschönefeld;
